IDENTIFIER,NAME OF COMPANY,EXCHANGE,SYMBOL
MUFIN,Mufin Green Finance Ltd,BSE,MUFIN.BO
MISQUITA,Misquita Engineering Ltd,BSE,MISQUITA.BO
GALACTICO,Galactico Corporate Services Ltd,BSE,GALACTICO.BO
VEL,Vaxfab Enterprises Ltd,BSE,VEL.BO
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,BSE,NIESSPJ.BO
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,NIESSPI.BO
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,BSE,NIESSPB.BO
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,NIESSPO.BO
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIESSPC.BO
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,NIESSPP.BO
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,BSE,NIESSPA.BO
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,NIESSPG.BO
FLUOROCHEM,Gujarat Fluorochemicals Ltd,BSE,FLUOROCHEM.BO
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPA.BO
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPB.BO
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPC.BO
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPF.BO
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPI.BO
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPK.BO
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPM.BO
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPN.BO
IRCTC,Indian Railway Catering and Tourism Corporation Ltd,BSE,IRCTC.BO
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,BSE,NIESSPD.BO
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,BSE,NIESSPE.BO
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIESSPF.BO
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,BSE,NIEHSPD.BO
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIESSPH.BO
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPE.BO
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,BSE,NIESSPK.BO
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,BSE,NIEHSPG.BO
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPH.BO
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,BSE,NIEHSPJ.BO
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,NIEHSPL.BO
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,BSE,NIESSPL.BO
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,NIESSPM.BO
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,NIESSPN.BO
GOBLIN,Goblin India Ltd,BSE,GOBLIN.BO
GENSOL,Gensol Engineering Ltd,BSE,GENSOL.BO
VISHWARAJ,Vishwaraj Sugar Industries Ltd,BSE,VISHWARAJ.BO
GREENPANEL,Greenpanel Industries Ltd,BSE,GREENPANEL.BO
SHAHLON,Shahlon Silk Industries Ltd,BSE,SHAHLON.BO
ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,BSE,ABSLBANETF.BO
MOUNT,Mount Housing and Infrastructure Ltd,BSE,MOUNT.BO
ANUROOP,Anuroop Packaging Ltd,BSE,ANUROOP.BO
COLABCLOUD,Colab Cloud Platforms Ltd,BSE,COLABCLOUD.BO
CSBBANK,CSB Bank Ltd,BSE,CSBBANK.BO
UJJIVANSFB,Ujjivan Small Finance Bank Ltd,BSE,UJJIVANSFB.BO
HINDWAREAP,Hindware Home Innovation Ltd,BSE,HINDWAREAP.BO
EASUN,Easun Capital Markets Ltd,BSE,EASUN.BO
PRINCEPIPE,Prince Pipes and Fittings Ltd,BSE,PRINCEPIPE.BO
ASSAMENT,Assam Entrade Ltd,BSE,ASSAMENT.BO
GIANLIFE,Gian Life Care Ltd,BSE,GIANLIFE.BO
ARTEMISMED,Artemis Medicare Services Ltd,BSE,ARTEMISMED.BO
SUMICHEM,Sumitomo Chemical India Ltd,BSE,SUMICHEM.BO
ICICIM150,ICICI Prudential Nifty Midcap 150 ETF,BSE,ICICIM150.BO
MANXT50ETF,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),BSE,MANXT50ETF.BO
JANUSCORP,Janus Corporation Ltd,BSE,JANUSCORP.BO
VARDHANCFL,Vardhan Capital & Finance Ltd,BSE,VARDHANCFL.BO
BIRLATYRES,Birla Tyres Ltd,BSE,BIRLATYRES.BO
UNIVPHOTO,Universus Photo Imagings Ltd,BSE,UNIVPHOTO.BO
CBPL,Chandra Bhagat Pharma Ltd,BSE,CBPL.BO
ICLORGANIC,ICL Organic Dairy Products Ltd,BSE,ICLORGANIC.BO
OCTAVIUSPL,Octavius Plantations Ltd,BSE,OCTAVIUSPL.BO
SUVENPHAR,Suven Pharmaceuticals Ltd,BSE,SUVENPHAR.BO
SMAUTO,SM Auto Stamping Ltd,BSE,SMAUTO.BO
SBICARD,SBI Cards and Payment Services Ltd,BSE,SBICARD.BO
08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08MPD.BO
08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,08ADR.BO
08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08MPR.BO
08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08AMD.BO
08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08AMR.BO
08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),BSE,08BPB.BO
08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),BSE,08GPG.BO
08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),BSE,08ABB.BO
08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08QPD.BO
08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),BSE,08AGG.BO
08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08QPR.BO
08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08AQD.BO
08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,08DPD.BO
08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,08AQR.BO
08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,08DPR.BO
08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,08ADD.BO
ROJL,RO Jewels Ltd,BSE,ROJL.BO
COSPOWER,Cospower Engineering Ltd,BSE,COSPOWER.BO
11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,11DPR.BO
11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,BSE,11GPG.BO
11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,11MPD.BO
11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,BSE,11MPR.BO
11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,11QPD.BO
11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,11QPR.BO
11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,BSE,11ADD.BO
11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,11ADR.BO
11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,BSE,11AGG.BO
11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,11AMD.BO
11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,BSE,11AMR.BO
11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,11AQD.BO
11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,11AQR.BO
11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,BSE,11DPD.BO
POWERINDIA,Hitachi Energy India Ltd,BSE,POWERINDIA.BO
DJML,DJ Mediaprint & Logistics Ltd,BSE,DJML.BO
NATURAL,Natural Biocon (India) Ltd,BSE,NATURAL.BO
REGIS,Regis Industries Ltd,BSE,REGIS.BO
BILLWIN,Billwin Industries Ltd,BSE,BILLWIN.BO
AARTISURF,Aarti Surfactants Ltd,BSE,AARTISURF.BO
BONLON,Bonlon Industries Ltd,BSE,BONLON.BO
BOROLTD,Borosil Ltd,BSE,BOROLTD.BO
ROSSARI,Rossari Biotech Ltd,BSE,ROSSARI.BO
NDRAUTO,NDR Auto Components Ltd,BSE,NDRAUTO.BO
SBGLP,Suratwwala Business Group Ltd,BSE,SBGLP.BO
ICICIALPLV,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,BSE,ICICIALPLV.BO
MAXHEALTH,Max Healthcare Institute Ltd,BSE,MAXHEALTH.BO
ICICITECH,ICICI Prudential Nifty IT ETF,BSE,ICICITECH.BO
MAXINDIA,Max India Ltd,BSE,MAXINDIA.BO
HDFCNIFBAN,HDFC Nifty Banking ETF,BSE,HDFCNIFBAN.BO
UTIBANKETF,UTI NIFTY BANK ETF,BSE,UTIBANKETF.BO
HAPPSTMNDS,Happiest Minds Technologies Ltd,BSE,HAPPSTMNDS.BO
ROUTE,Route Mobile Ltd,BSE,ROUTE.BO
SAMRATFORG,Samrat Forgings Ltd,BSE,SAMRATFORG.BO
ADVAIT,Advait Infratech Ltd,BSE,ADVAIT.BO
ADL,Archidply Decor Ltd,BSE,ADL.BO
CAMS,Computer Age Management Services Ltd,BSE,CAMS.BO
CHEMCON,Chemcon Speciality Chemicals Ltd,BSE,CHEMCON.BO
SECMARK,SecMark Consultancy Ltd,BSE,SECMARK.BO
ANGELONE,Angel One Ltd,BSE,ANGELONE.BO
ATAM,Atam Valves Ltd,BSE,ATAM.BO
MAZDOCK,Mazagon Dock Shipbuilders Ltd,BSE,MAZDOCK.BO
UTIAMC,UTI Asset Management Company Ltd,BSE,UTIAMC.BO
GMPL,G M Polyplast Ltd,BSE,GMPL.BO
LIKHITHA,Likhitha Infrastructure Ltd,BSE,LIKHITHA.BO
VGIL,Veer Global Infraconstruction Ltd,BSE,VGIL.BO
HEMIPROP,Hemisphere Properties India Ltd,BSE,HEMIPROP.BO
EQUITASBNK,Equitas Small Finance Bank Ltd,BSE,EQUITASBNK.BO
SHINEFASH,Shine Fashions (India) Ltd,BSE,SHINEFASH.BO
GLAND,Gland Pharma Ltd,BSE,GLAND.BO
MAESGETF,Mirae Asset Nifty 100 ESG Sector Leaders ETF,BSE,MAESGETF.BO
RBA,Restaurant Brands Asia Ltd,BSE,RBA.BO
TARC,Tarc Ltd,BSE,TARC.BO
RVHL,Ravinder Heights Ltd,BSE,RVHL.BO
FAIRCHEMOR,Fairchem Organics Ltd,BSE,FAIRCHEMOR.BO
BECTORFOOD,Mrs. Bectors Food Specialities Ltd,BSE,BECTORFOOD.BO
AWHCL,Antony Waste Handling Cell Ltd,BSE,AWHCL.BO
INFRABEES,Nippon India ETF Nifty Infrastructure BeES,BSE,INFRABEES.BO
RFLL,Rita Finance and Leasing Ltd,BSE,RFLL.BO
IRFC,Indian Railway Finance Corporation Ltd,BSE,IRFC.BO
INDIGOPNTS,Indigo Paints Ltd,BSE,INDIGOPNTS.BO
HOMEFIRST,Home First Finance Company India Ltd,BSE,HOMEFIRST.BO
STOVEKRAFT,Stove Kraft Ltd,BSE,STOVEKRAFT.BO
MRP,MRP Agro Ltd,BSE,MRP.BO
SMCGLOBAL,SMC Global Securities Ltd,BSE,SMCGLOBAL.BO
NURECA,Nureca Ltd,BSE,NURECA.BO
RAILTEL,RailTel Corporation of India Ltd,BSE,RAILTEL.BO
HERANBA,Heranba Industries Ltd,BSE,HERANBA.BO
DAVANGERE,Davangere Sugar Company Ltd,BSE,DAVANGERE.BO
DRCSYSTEMS,DRC Systems India Ltd,BSE,DRCSYSTEMS.BO
MTARTECH,MTAR Technologies Ltd,BSE,MTARTECH.BO
JUBLINGREA,Jubilant Ingrevia Ltd,BSE,JUBLINGREA.BO
EASEMYTRIP,Easy Trip Planners Ltd,BSE,EASEMYTRIP.BO
KMEW,Knowledge Marine & Engineering Works Ltd,BSE,KMEW.BO
SUUMAYA,Suumaya Corporation Ltd,BSE,SUUMAYA.BO
ANURAS,Anupam Rasayan India Ltd,BSE,ANURAS.BO
CRAFTSMAN,Craftsman Automation Ltd,BSE,CRAFTSMAN.BO
LXCHEM,Laxmi Organic Industries Ltd,BSE,LXCHEM.BO
KALYANKJIL,Kalyan Jewellers India Ltd,BSE,KALYANKJIL.BO
SURYODAY,Suryoday Small Finance Bank Ltd,BSE,SURYODAY.BO
NAZARA,Nazara Technologies Ltd,BSE,NAZARA.BO
SUVIDHAA,Suvidhaa Infoserve Ltd,BSE,SUVIDHAA.BO
BARBEQUE,Barbeque-Nation Hospitality Ltd,BSE,BARBEQUE.BO
EKI,EKI Energy Services Ltd,BSE,EKI.BO
RCAN,Rajeshwari Cans Ltd,BSE,RCAN.BO
JETMALL,Jetmall Spices and Masala Ltd,BSE,JETMALL.BO
LODHA,Macrotech Developers Ltd,BSE,LODHA.BO
DEEPIND,Deep Industries Ltd,BSE,DEEPIND.BO
MAFANG,Mirae Asset NYSE FANG+ ETF,BSE,MAFANG.BO
ICICIPHARM,ICICI Prudential Nifty Healthcare ETF,BSE,ICICIPHARM.BO
IWEL,Inox Wind Energy Ltd,BSE,IWEL.BO
VINEETLAB,Vineet Laboratories Ltd,BSE,VINEETLAB.BO
SHYAMMETL,Shyam Metalics and Energy Ltd,BSE,SHYAMMETL.BO
SONACOMS,Sona BLW Precision Forgings Ltd,BSE,SONACOMS.BO
NAVODAYENT,Navoday Enterprises Ltd,BSE,NAVODAYENT.BO
DODLA,Dodla Dairy Ltd,BSE,DODLA.BO
KIMS,Krishna Institute of Medical Sciences Ltd,BSE,KIMS.BO
ADESHWAR,Adeshwar Meditex Ltd,BSE,ADESHWAR.BO
TIMESGREEN,Times Green Energy (India) Ltd,BSE,TIMESGREEN.BO
IPL,India Pesticides Ltd,BSE,IPL.BO
FOCUS,Focus Business Solution Ltd,BSE,FOCUS.BO
GRINFRA,G R Infraprojects Ltd,BSE,GRINFRA.BO
CLEAN,Clean Science and Technology Ltd,BSE,CLEAN.BO
AAPLUSTRAD,AA Plus Tradelink Ltd,BSE,AAPLUSTRAD.BO
ZOMATO,Zomato Ltd,BSE,ZOMATO.BO
TATVA,Tatva Chintan Pharma Chem Ltd,BSE,TATVA.BO
GLS,Glenmark Life Sciences Ltd,BSE,GLS.BO
MAFSETF,Mirae Asset Nifty Financial Services ETF,BSE,MAFSETF.BO
GCSL,Gretex Corporate Services Ltd,BSE,GCSL.BO
ROLEXRINGS,Rolex Rings Ltd,BSE,ROLEXRINGS.BO
ICICIFMCG,ICICI Prudential Nifty FMCG ETF,BSE,ICICIFMCG.BO
EXXARO,Exxaro Tiles Ltd,BSE,EXXARO.BO
KRSNAA,Krsnaa Diagnostics Ltd,BSE,KRSNAA.BO
WINDLAS,Windlas Biotech Ltd,BSE,WINDLAS.BO
DEVYANI,Devyani International Ltd,BSE,DEVYANI.BO
MOL,Meghmani Organics Ltd,BSE,MOL.BO
MFL,Meghmani Finechem Ltd,BSE,MFL.BO
CARTRADE,CarTrade Tech Ltd,BSE,CARTRADE.BO
NUVOCO,Nuvoco Vistas Corporation Ltd,BSE,NUVOCO.BO
APTUS,Aptus Value Housing Finance India Ltd,BSE,APTUS.BO
CHEMPLASTS,Chemplast Sanmar Ltd,BSE,CHEMPLASTS.BO
SHARPLINE,Sharpline Broadcast Ltd,BSE,SHARPLINE.BO
AASHKA,Aashka Hospitals Ltd,BSE,AASHKA.BO
AXISTECETF,Axis NIFTY IT ETF,BSE,AXISTECETF.BO
AXISHETF,Axis NIFTY Healthcare ETF,BSE,AXISHETF.BO
AMIORG,Ami Organics Ltd,BSE,AMIORG.BO
VIJAYA,Vijaya Diagnostic Centre Ltd,BSE,VIJAYA.BO
POBS,PlatinumOne Business Services Ltd,BSE,POBS.BO
AXISCETF,Axis NIFTY India Consumption ETF,BSE,AXISCETF.BO
SANSERA,Sansera Engineering Ltd,BSE,SANSERA.BO
PREVEST,Prevest Denpro Ltd,BSE,PREVEST.BO
MARKOLINES,Markolines Pavement Technologies Ltd,BSE,MARKOLINES.BO
MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,BSE,MASPTOP50.BO
SBLI,SBL Infratech Ltd,BSE,SBLI.BO
PARAS,Paras Defence and Space Technologies Ltd,BSE,PARAS.BO
GETALONG,Getalong Enterprise Ltd,BSE,GETALONG.BO
SVRL,Shri Venkatesh Refineries Ltd,BSE,SVRL.BO
ABSLAMC,Aditya Birla Sun Life AMC Ltd,BSE,ABSLAMC.BO
PROMAX,Promax Power Ltd,BSE,PROMAX.BO
SAMOR,Samor Reality Ltd,BSE,SAMOR.BO
ADISHAKTI,Adishakti Loha and Ispat Ltd,BSE,ADISHAKTI.BO
ICICICONSU,ICICI Prudential Nifty India Consumption ETF,BSE,ICICICONSU.BO
NYKAA,FSN E-Commerce Ventures Ltd,BSE,NYKAA.BO
FINOPB,Fino Payments Bank Ltd,BSE,FINOPB.BO
SJS,S.J.S. Enterprises Ltd,BSE,SJS.BO
DSPNEWETF,DSP Nifty 50 Equal Weight ETF,BSE,DSPNEWETF.BO
SIGACHI,Sigachi Industries Ltd,BSE,SIGACHI.BO
POLICYBZR,PB Fintech Ltd,BSE,POLICYBZR.BO
SGFRL,Suyog Gurbaxani Funicular Ropeways Ltd,BSE,SGFRL.BO
PAYTM,One 97 Communications Ltd,BSE,PAYTM.BO
SAPPHIRE,Sapphire Foods India Ltd,BSE,SAPPHIRE.BO
LATENTVIEW,Latent View Analytics Ltd,BSE,LATENTVIEW.BO
TARSONS,Tarsons Products Ltd,BSE,TARSONS.BO
OMNIPOTENT,Omnipotent Industries Ltd,BSE,OMNIPOTENT.BO
GOCOLORS,Go Fashion (India) Ltd,BSE,GOCOLORS.BO
DMR,DMR Hydroengineering & Infrastructures Ltd,BSE,DMR.BO
HITECH,Hi-Tech Pipes Ltd,BSE,HITECH.BO
STARHEALTH,Star Health and Allied Insurance Company Ltd,BSE,STARHEALTH.BO
TEGA,Tega Industries Ltd,BSE,TEGA.BO
MAHKTECH,Mirae Asset Hang Seng TECH ETF,BSE,MAHKTECH.BO
ANANDRATHI,Anand Rathi Wealth Ltd,BSE,ANANDRATHI.BO
ZODIAC,Zodiac Energy Ltd,BSE,ZODIAC.BO
RATEGAIN,RateGain Travel Technologies Ltd,BSE,RATEGAIN.BO
SHRIRAMPPS,Shriram Properties Ltd,BSE,SHRIRAMPPS.BO
JETFREIGHT,Jet Freight Logistics Ltd,BSE,JETFREIGHT.BO
MAPMYINDIA,C.E. Info Systems Ltd,BSE,MAPMYINDIA.BO
METROBRAND,Metro Brands Ltd,BSE,METROBRAND.BO
MEDPLUS,Medplus Health Services Ltd,BSE,MEDPLUS.BO
DATAPATTNS,Data Patterns (India) Ltd,BSE,DATAPATTNS.BO
HPAL,HP Adhesives Ltd,BSE,HPAL.BO
SUPRIYA,Supriya Lifescience Ltd,BSE,SUPRIYA.BO
CLARA,Clara Industries Ltd,BSE,CLARA.BO
MONQ50,Motilal Oswal Nasdaq Q 50 ETF,BSE,MONQ50.BO
DSPQ50ETF,DSP Nifty Midcap 150 Quality 50 ETF,BSE,DSPQ50ETF.BO
BRANDBUCKT,Brandbucket Media & Technology Ltd,BSE,BRANDBUCKT.BO
DSPN50ETF,DSP Nifty 50 ETF,BSE,DSPN50ETF.BO
CMSINFO,CMS Info Systems Ltd,BSE,CMSINFO.BO
BCONCEPTS,Brand Concepts Ltd,BSE,BCONCEPTS.BO
FABINO,Fabino Life Sciences Ltd,BSE,FABINO.BO
WEL,Wonder Electricals Ltd,BSE,WEL.BO
ICICIAUTO,ICICI Prudential Nifty Auto ETF,BSE,ICICIAUTO.BO
AGSTRA,AGS Transact Technologies Ltd,BSE,AGSTRA.BO
ALKOSIGN,Alkosign Ltd,BSE,ALKOSIGN.BO
MAMFGETF,Mirae Asset Nifty India Manufacturing ETF,BSE,MAMFGETF.BO
AWL,Adani Wilmar Ltd,BSE,AWL.BO
QRIL,Quality RO Industries Ltd,BSE,QRIL.BO
SSTL,Safa Systems & Technologies Ltd,BSE,SSTL.BO
DEVIT,Dev Information Technology Ltd,BSE,DEVIT.BO
MANYAVAR,Vedant Fashions Ltd,BSE,MANYAVAR.BO
SPITZE,Maruti Interior Products Ltd,BSE,SPITZE.BO
MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,BSE,MOMOMENTUM.BO
SOFTTECH,Softtech Engineers Ltd,BSE,SOFTTECH.BO
TECH,Aditya Birla Sunlife Nifty IT ETF,BSE,TECH.BO
HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,BSE,HEALTHY.BO
BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF,BSE,BSLNIFTY.BO
EKENNIS,Ekennis Software Service Ltd,BSE,EKENNIS.BO
MAM150ETF,Mirae Asset Nifty Midcap 150 ETF,BSE,MAM150ETF.BO
EUREKAFORBE,Eureka Forbes Ltd,BSE,EUREKAFORBE.BO
GATEWAY,Gateway Distriparks Ltd,BSE,GATEWAY.BO
GMRP&UI,GMR Power and Urban Infra Ltd,BSE,GMRP&UI.BO
BCCL,Bhatia Colour Chem Ltd,BSE,BCCL.BO
MSUMI,Motherson Sumi Wiring India Ltd,BSE,MSUMI.BO
ACHYUT,Achyut Healthcare Ltd,BSE,ACHYUT.BO
EVOQ,Evoq Remedies Ltd,BSE,EVOQ.BO
MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,BSE,MOLOWVOL.BO
AVROIND,Avro India Ltd,BSE,AVROIND.BO
UMAEXPORTS,Uma Exports Ltd,BSE,UMAEXPORTS.BO
VERANDA,Veranda Learning Solutions Ltd,BSE,VERANDA.BO
SEML,Sunrise Efficient Marketing Ltd,BSE,SEML.BO
